id,source,title,author,year,price,outcome,ch_row,decided_by,reason
53f3b97ab438,manual,The Lady's Manual of Homeopathic Treatment,E. H. Ruddock,1878,€5,already in CH,4045,refuted_inch,"r4045 'The Ladys Manual of Homoeopathic Treatment / Ruddock, E.H. / 878 [1878] / The Homeopathic Publishing Co. / Seventh' matches author, publisher and 7th edition; the year is a CH typo."
d45d1f0b3159,manual,Family Medical Guide,William M. Hand,1856,$30,already in CH,1955,refuted_inch,"r1955 'The Family Medical Guide / Hand, W.M. / 1856 / S. Andrus & Son' matches author, year and publisher; only the leading 'The' differs."
32df726741e6,manual,Common Poisonous Plants of East Africa,Bernard Verdcourt; E.C. Trump,1969,,INSERTED (missing from CH),,adjudicated,"No ""Verdcourt"" or ""Trump"" row exists and the ""East Africa"" rows are r186, r2316, r2585 (Kokwaro, Medicinal Plants of East Africa) and r3332 — CH's Common Poisonous Plants titles cover New England and the Northern Plains, different authors and regions."
da9469eb3554,manual,Dictionary of Domestic Medicine,,,£9,already in CH,4675,refuted_inch,"r4675 'Dictionary of Domestic Medicine / Thomson, Spencer / 1857 / Richard Griffin & Co. / seventh' — B's 'Thomson' in the publisher field is Spencer Thomson the author, and CH has no other Thomson dictionary of this title."
2643006d6479,manual,The Homoeopathic Pharmacopoeia of the United States,American Institute of Homeopathy,1979,,already in CH,90,refuted_inch,"Accepted r4612 is the 1954 issue, but CH holds this exact one at r90 'The Homoeopathic Pharmacopoeia of the United States Vol1 / American Institute of Homeopathy, pub. / 1979 / 8th / Falls Church'."
9c69861bbaab,manual,Introductory Lectures and Addresses on Medical Subjects,George B. Wood,1859,£20,already in CH,5147,refuted_inch,"r5147 'Introductory Lectures and Addresses on Medical Subjects / Wood, G.B. / 1859 / J.B. Lippincott & Co.' matches author, year and publisher exactly."
1293ad975f80,manual,The Homeopathic Pharmacopoeia of the United States,American Institute of Homeopathy,1954,£30,already in CH,948,refuted_inch,"Accepted r4612 (Committee on Pharmacopoeia, 1954, Otis Clapp & Son) is this book; CH also lists it with the edition at r948 '... / 1954 / Otis Clapp / 6th / Boston'."
d57e96e0d94e,manual,Gunn's New Family Physician,John C. Gunn,1872,,already in CH,1895,refuted_inch,"r1895 'Gunns New Family Physician / Gunn, J.C. / 1872 / Wilstach, Baldwin & Co. / 100th' matches author, year, publisher and edition."
3484b709bfe6,manual,A Manual of Homœo-Therapeutics,Edwin A. Neatby; Thomas George Stonham,1927,$12.50,already in CH,3392,adjudicated,"r3392 ""A Manual of Homeio-Therapeutics: An Introduction to the Study and Practice of Homeopathy	Neatby, Edwin A.	1927	John Bale, Sons & Danielsson, Ltd.	first	London"" matches title, subtitle, author, year, publisher and city."
56bc4b1918b2,manual,Poisons Law,Hugh N. Linstead,1936,£5,already in CH,2819,refuted_inch,"r2819 'Poisons Law / Linstead, H.N. / 1936 / The Pharmaceutical Press' matches author, year and publisher; B only carries the long subtitle."
87f08adab9c2,manual,Wayside and Woodland Fungi,W. P. K. Findlay,1967,$90,already in CH,1532,refuted_inch,"r1532 'Wayside & W oodland Fungi / Findlay, W.P.K. / 1967 / Frederick Warne & Ci,' is the same book with CH typos in title and publisher."
34e008a60c44,manual,North American Polypores,R. L. Gilbertson; L. Ryvarden,1986,,already in CH,1720,adjudicated,"r1720 ""North American Polypores 2 vols	Gilbertson, R. & L. Ryvarden	1986	Fungiflora	Oslo, Norway"" records the whole set, so volume 1 is already held."
38df655626ae,manual,Los nombres de los hongos y lo relacionado con ellos en América Latina,Gastón Guzmán,1997,,already in CH,1907,refuted_inch,"r1907 'Los Nombres de Los Hongos y lo Relacionado con Ellow en America Latina / Guzman, G. / 1997 / Instituto de Ecologia' is the same Guzman title with an OCR-style typo ('Ellow' for 'Ellos')."
e4a8a25d15f2,manual,Fungi,Paul Starosta; Christian Epinat,1999,,already in CH,1435,refuted_inch,"r1435 'Fungi / Epinet, C. / 1999 / Evergreen / Koln' — 'Epinet' is Christian Epinat and Evergreen is the Taschen imprint; same year and city of publication."
47a1b3ccf680,manual,North American Polypores,R.L. Gilbertson; L. Ryvarden,1987,,already in CH,1720,adjudicated,"Same r1720 ""North American Polypores 2 vols	Gilbertson, R. & L. Ryvarden	1986	Fungiflora"" set entry covers volume 2; CH does not list the volumes separately."
5aafcc3f053e,manual,Mushrooms,M. E. Hard,1908,$90,already in CH,1971,refuted_inch,"Accepted r3049 is McDougall's 'Mushrooms' (1925, Houghton Mifflin) — a DIFFERENT book — but Hard's work is in CH at r1971 'THE MUSHROOM Edible and Otherwise Its Habitat and Its Time of Growth / Hard, M.E. / 1908 / Columbus, OH'."
2bd18d05a072,manual,The Wild Mushroom Cookbook,Alison Gardner; Merry Winslow,2014,,INSERTED (missing from CH),,adjudicated,"""Mushroom Cookbook"" matches nothing and the Mendocino rows are r826 Chestnut, r3308 Murphey, r3893 Rice and r4307 Smith — none is Gardner & Winslow 2014."
8ba6357d6c24,manual,Mushroom Magic,Michael Jordan,1989,£7.50,already in CH,2422,refuted_inch,"r2422 'Mushroom Magic / Jordan, M. / 1989 / Elm Tree Books / London' matches author, year and publisher exactly."
d7bb50ac1662,manual,Ramaria of the Pacific Northwestern United States,Ronald L. Exeter; Lorelei L. Norvell; Efrén Cázares,2006,,INSERTED (missing from CH),,refuted_missing,"Searched ""Ramaria"", ""Exeter"", ""Norvell"", ""Land Management"", ""Pacific Northwest"" — the Pacific Northwest fungal rows are r3205 Molina ""Biology Ecology and Social Aspects of Wild Edible Mushrooms"" and r4776 Tylutki ""Mushrooms of Idaho and the Pacific Northwest v2"", neither a Ramaria monograph."
00b64ad3a899,manual,Three Rhode Island Polypores,Walter H. Snell; Esther A. Dick,1956,,INSERTED (missing from CH),,refuted_missing,"Searched ""Polypore"", ""Snell"", ""Rhode Island"", ""Mycologia"", ""Dick, E"" — ""Polypores"" returns only r1720 Gilbertson & Ryvarden ""North American Polypores 2 vols""; ""Rhode Island"" only r5233 Youngken (Rhode Island Dept. of Health as publisher)."
471792dd40f1,manual,Two Phalloids from Rhode Island,Walter H. Snell; Esther A. Dick,1952,,INSERTED (missing from CH),,refuted_missing,"Searched ""Phalloid"", ""Snell"", ""Rhode Island"", ""Mycologia"", ""Dick, E"" — no Snell/Dick author row and no Mycologia reprint in CH at all."
2fd738893188,manual,Practicing the Power of Now,Eckhart Tolle,,,INSERTED (missing from CH),,refuted_missing,"Searched ""Power of Now"", ""Tolle"", ""Eckhart"", ""Meditations"" — none returns any row; CH has no Tolle title."
93a7b354383f,manual,Eternal River,Carolyn Wing Greenlee,2005,,INSERTED (missing from CH),,adjudicated,"Searches on ""Eternal"", ""Greenlee"" and ""Earthen Vessel"" return only r1801 Eternal Eve, r3005 The Eternal Search and r3305/r3306 Propolis The Eternal Natural Healer — all unrelated."
6d332fa05c31,manual,Poetry Parade,,,,INSERTED (missing from CH),,refuted_missing,"Searched ""Poetry"", ""Parade"", ""Spencer Book"" — ""Poetry"" returns only r4402 Squire ""Celtic Myth & Legend Poetry & Romance""; no Spencer Book Co. imprint anywhere."
a323a54c0197,manual,In the Realm of Hungry Ghosts,Gabor Maté,,,INSERTED (missing from CH),,refuted_missing,"Searched ""Hungry Ghost"", ""Ghosts"", ""Addiction"", ""Mate"" — no match; the ""Mat"" hits are all Materia Medica/matiere medicale rows (e.g. r507 Boerhaave ""Materia Medica""), nothing by Gabor Mate."
6d1529097863,manual,The Echinacea Handbook,Christopher Hobbs,1989,,INSERTED (missing from CH),,adjudicated,"CH's Hobbs Echinacea rows are r2142/r2144 ""Echinacea: The Immune Herb!"" (Botanica Press 1990/1992), a different popular title; the 1989 Eclectic Medical Publications Handbook appears nowhere in the six ""Echinacea"" hits."
dc0b11e3d74d,manual,Medicinal Plant Constituents,Christopher Hobbs,1994,,INSERTED (missing from CH),,adjudicated,"The Hobbs, C. block (r2142–r2152) lists no Constituents title, and the ""Constituent"" hits are r3597 Pengelly, r3952/r3962 Robinson, r4892 Von Wiesner and r5253/r5254 Zhu — all different authors."
44a446469d7f,manual,Herbagram,,2017,,excluded: duplicate of another B record,,refuted_missing,"Same physical item recorded twice under a misheard title. ""Herbagram"" is a dictation/spelling corruption of ""HerbalGram"", the American Botanical Council's journal; publisher, year (2017) and issue number (volume 113) are identical, and the two rows were created 46 seconds apart in the same sitting. One issue, one catalogue row."
305591324940,manual,Medicinal Plant Constituents,Christopher Hobbs,1994,,excluded: duplicate of another B record,,adjudicated,
472e53899038,manual,"Living Buddha, Living Christ",Thich Nhat Hanh; Brian Chong,,,INSERTED (missing from CH),,refuted_missing,"Searched ""Living Buddha"", ""Thich"", ""Nhat Hanh"" and plain ""Buddha"" — the word Buddha does not occur anywhere in ch_flat.txt."
8877a99ad81a,manual,Svevo Brooks,Svevo Brooks,,,INSERTED (missing from CH),,refuted_missing,"B's record carries no work title, only the author name; CH does hold two ""Brooks, S."" rows — r628 ""The Art of Good Living"" (1990, Houghton Mifflin) and r629 ""Common Sense Diet and Health"" (1986, Botanica Press) — but nothing identifies which (if either) this stub is, so no row can be proven the same work."
976300551caf,manual,The Earth Is What We All Have in Common,Wendell Berry,2009,,INSERTED (missing from CH),,refuted_missing,"Searched ""Wendell Berry"", ""Berry, W"", ""Healing Power of Plants"", ""Herb Symposium"", ""Symposium"" — the closest is r4848 ""International Herb Symposium confrerence notes"" (Various, 2000, 5th, East Barre VT), a different year's proceedings of the same series, not the 2009 Wendell Berry keynote volume."
6b61ca7e2830,manual,Vitamins For Dummies,,,,INSERTED (missing from CH),,adjudicated,"""Dummies"" matches nothing; the Vitamin rows are r440 The Vitamins in Medicine, r579, r2071, r2966, r3178 and r4157/r4158 Plants and Vitamins — all different works."
09257aae7aa1,manual,A Timely Guide to the Way of the Bodhisattva,Pema Chödrön,2007,,INSERTED (missing from CH),,refuted_missing,"Searched ""Bodhisattva"", ""Chodron"", ""Pema"", ""No Time to Lose"" (the work's main title) and ""Shambhala"" — the Shambhala imprint rows are r3430 Ni ""The Yellow Emperors Classic of Medicine"" and r3728 Powel ""The Meaning of Flowers"" only."
606d96cc05b2,manual,Encounters with Stravinsky,Paul Horgan,1972,,INSERTED (missing from CH),,refuted_missing,"Searched ""Stravinsky"", ""Stravin"", ""Horgan"" — no matches anywhere in the file."
98297dab620d,manual,Son of South Mountain and Dust,Thomas W. Wing; Carolyn Wing Greenlee,2001,,INSERTED (missing from CH),,refuted_missing,"Searched ""South Mountain"", ""Wing"", ""Greenlee"", ""Earthen Vessel"", ""Kelseyville"" — the only Wing author row is r5116 Wing, J.E. ""Alfalfa Farming in America""; nothing by Thomas W. Wing."
cc6bb8760517,manual,Chinese Herbs Growing in the Western U.S.,Christopher Hobbs,1985,,INSERTED (missing from CH),,refuted_missing,"Searched ""Hobbs"" (13 rows: Echinacea, Super Immunity, Medicinal Mushrooms r2145, Vitex, Milk Thistle, Foundations of Health, plus C.E. Hobbs), ""Chinese Herbs"" and ""Growing"" — no row combines Hobbs with Chinese herbs; the Chinese-herb rows are by Bone, Hsu, Huang, Keys, Lee, Yeung, Yu."
cbacea831f3b,manual,Les Champignons,Peter Jordan; Steven Wheeler,2014,,INSERTED (missing from CH),,refuted_inch,"Accepted r980 is 'Les Champignons / Cooke, M.C. and M.J. Berkeley / 1878 / Librairie Germer Bailliere' — a different author and century; every CH row containing 'Champignons' (r980, r995, r2054, r2324, r2690, r2729, r3015-3017, r4106) is a different work, and there is no Peter Jordan / Steven Wheeler or Larousse 2014 entry."
2154cbc57a68,manual,A Source-Book of Biological Names and Terms,Edmund C. Jaeger,1944,,already in CH,2339,refuted_inch,"r2339 'A Source-Book of Biological Names & Terms / Jaeger, E.C. / 1944 / Charles C. Thomas' — same author, year and publisher, only the edition number differs."
e03d176f674f,manual,The Big Herbs,Paul Strauss,2020,,INSERTED (missing from CH),,refuted_missing,"Searched ""Big Herbs"", ""Strauss"", ""XOXOX"" — no matches; CH holds no Paul Strauss title."
490cedf0d0f0,manual,Weeds,Alexander C. Martin,1972,,already in CH,2979,refuted_inch,"Accepted r3279 is Muenscher's 'Weeds' (1943, Macmillan) — a DIFFERENT book — but Martin's is in CH at r2979 'Weeds Golden Book / Martin, A.C. / 1972 / Golden Press / New York'."
9f65217a6ff3,manual,"Women's Herbs, Women's Health",Christopher Hobbs; Kathi Keville,1998,,INSERTED (missing from CH),,refuted_missing,"Searched ""Keville"", ""Womens Herbs"", ""Womens Health"", ""Interweave"", ""Hobbs"" — Keville rows are r2512 ""The Illustrated Herb Encyclopedia"", r2513 ""Aromatherapy"", r2514 ""American Country Living:Herbs""; Interweave rows are r1304 Duke and r1582 Foster; the closest Hobbs title is r2146 ""Vitex: The Womens Herb"", a different book."
9a223676a7ab,manual,Journal of the American Herbalists Guild,,2014,,INSERTED (missing from CH),,adjudicated,"Grepping ""herbalists guild"" returns nothing and a scan of every CH title containing ""Journal"" (r200 Cactus and Succulent Journal, r341, r836 The Journal of the Royal Horticultural Society, r752 American Journal of Pharmacy, etc.) turns up no AHG serial."
8dd8121234d9,manual,Planting the Future,Rosemary Gladstar; Pamela Hirsch,2000,,already in CH,1740,refuted_inch,"r1740 'Planting the Future / Gladstar, R., ed. / 2000 / Healing Arts Press' matches editor, year and publisher."
974f094165cc,manual,Medicinal Value of Lentinus edodes,Christopher R. Hobbs,2000,,INSERTED (missing from CH),,adjudicated,"No CH row mentions ""Lentinus"", ""Begell"" or ""literature review""; the only Hobbs mushroom title is r2145 ""Medicinal Mushrooms / Hobbs, C. / 1986 / Botanica Press"", a different work."
415fac288582,manual,HerbalGram,,2017,,INSERTED (missing from CH),,refuted_missing,"Searched ""Herbalgram"", ""Herbal Gram"", ""Herbagram"", ""American Botanical Council"" — ABC appears only as publisher of r493 Blumenthal and the r3671-r3673 Pinco petitions; the journal itself is not listed."
347feca207c6,manual,Common Mosses of the Pacific Coast,Marion Paul Harthill; Irene E. O'Connor,1975,,already in CH,2019,refuted_inch,"r2019 'Common Mosses of the Pacific Coast / Harthill, M.P. / 1975 / Naturegraph Pub.' matches lead author, year and publisher."
bfac2dacec4e,manual,Nouveau guide des champignons,Cécile Lemoine,1996,£15,already in CH,2729,refuted_inch,"r2729 'Nouveau Guide Des Champignons / Lemoine, C. / Editions Quest-France / Rennes' matches author, publisher (Ouest-France, CH typo) and city; CH simply lacks the year."
df15e6f9b5f9,manual,Microfungi on Land Plants,Martin B. Ellis; J. Pamela Ellis,1985,$40,already in CH,1407,refuted_inch,"r1407 'Microfungi on Land Plants / Ellis, Martin B. and J.P. Ellis / 1985 / Macmillan Publishing' matches both authors, year and publisher."
80100b65ce04,manual,"Guida illustrata per riconoscere, trovare, cucinare i funghi",Guido Stecchi,1994,,INSERTED (missing from CH),,refuted_missing,"Searched ""Stecchi"", ""funghi"", ""riconoscere"", ""cucinare"", ""illustrata"", ""Enciclopedia"", ""Milano"" — the funghi rows are r446/r447 Bielli ""Funghi"" (Novara) and r3335 ""Cercar Funghi""; the only Milano row is r2786 Lier ""Early Medical Books""."
6bee4476723a,manual,Morphology and Taxonomy of Fungi,Ernest Athearn Bessey,1968,$35,already in CH,435,refuted_inch,"r435 'Morphology and Taxonomy of Fungi / Bessey, E.A. / 1968 / Hafner Pub. Co.' matches author, year and publisher exactly."
c3ce906827cc,manual,Mushrooms of the World,Lucius Von Frieden,,$30,INSERTED (missing from CH),,adjudicated,"No hit for ""Frieden"" or ""Bobbs""; the only CH ""...of the World"" mushroom row is r4414 ""Psilocybin Mushrooms of the World / Stamets, P. / 1996"", a different author and work."
136f2ea78f35,manual,The Agaricales,Harry D. Thiers,1985,,INSERTED (missing from CH),,refuted_missing,"Searched ""Agaricales"", ""Thiers"", ""Mad River"" — CH holds r4644 ""The Agaricales of California / 1 Amanitaceae"" (Thiers, H.D., 1982), i.e. it lists the fascicle number and family explicitly, so volume 2 (1985) is a separately-published part CH does not have."
1a94adb1a963,manual,Mushrooms and Toadstools,Worthington G. Smith,1867,,already in CH,4351,refuted_inch,"Accepted r2290 is Hvass & Hvass (1961, Blandford) — a DIFFERENT book — but W. G. Smith's is in CH at r4351 'Mushrooms and Toadstools / Smith, W.G. / 1867 / Robert Hardwicke / London'."
019884faf7ea,manual,Shouting and Reeling About,Mark Chilton,1999,,already in CH,834,refuted_missing,"CH r834 ""Shouting and Reeling About x000D Hallucinogenic Mushrooms and the Observations of Siberian Explorers in the 19th Century"" — Chilton, M., compiler, 1999; same work, CH simply drops the trailing bibliography clause."
f2780b656e28,manual,The Misjudged Mushroom,Ida Bohatta,,,already in CH,514,refuted_inch,"r514 'The Misjudged Mushroom / Bohatta, I. / 1981 / Printed in West Germany / Translation' is the same distinctive Bohatta title; B gives no year."
12b93d651f49,manual,California Toxic Fungi,Thomas J Duffy; Paul P Vergeer,1977,,already in CH,1300,refuted_inch,"r1300 'California Toxic Fungi / Duffy, T. and P. Vergeer / 1977 / SF Mycological Society' matches both authors, year and issuing society."
2321f3e1064a,manual,Edible Mushrooms,Clyde M. Christensen,1981,,already in CH,847,refuted_inch,"r847 'Edible Mushrooms / Christensen, C.M. / 1981 / Unhiversity of Minneapolis Press / 2nd' matches author, year and 2nd edition (publisher misspelled in CH)."
015c7cf692f8,manual,How to Know the Non-Gilled Fleshy Fungi,Helen V. Smith; Alexander H. Smith,1973,$7,already in CH,4336,refuted_inch,"r4336 'How to Know The Non-Gilled Fleshy Fungi / Smith, H.V., and A.H. Smith / 1973 / Wm. C. Brown Co.' matches both authors, year and publisher."
68974bf0c7e2,manual,British Fungus-Flora,George Massee,1893,,already in CH,2993,adjudicated,"CH r2993 ""British Fungus-Flora 4 vols / Massee, G. / 1892 / George Bell & Sons"" is the same Massee set; B's copy is vol 3 of it and CH lists the volumes collectively, not separately."
fb636142475b,manual,British Edible Fungi,M. C. Cooke,1891,,already in CH,974,refuted_inch,"r974 'British Edible Fungi / Cooke, M.C. / 1891 / Kegan Paul, Trench, Trubner & Co.' matches author, year and publisher."
dd38cbb9a06a,manual,Mushrooms and Toadstools,John Ramsbottom,1989,,already in CH,3825,refuted_inch,"Accepted r2290 is Hvass & Hvass — a DIFFERENT book — but Ramsbottom's New Naturalist volume is in CH at r3825 'The New Naturalist Mushrooms & Toadstools / Ramsbottom, J. / 1953 / Colins'; B's 1989 Bloomsbury copy is a reissue of that same work."
93047f61e562,manual,Mushrooms,W. B. McDougall,1925,$7.50,already in CH,3049,refuted_inch,"r3049 'Mushrooms / McDougall, W.B. / 1925 / Houghton Mifflin Co.' matches author, year and publisher; B only adds the subtitle."
80ac39d8b38a,manual,A Field Guide to Southern Mushrooms,Nancy Smith Weber; Alexander Hanchett Smith,1985,£10,already in CH,4997,refuted_inch,"r4997 'A Field Guide to Southern Mushrooms / Weber, N.S. and A.H. Smith / 1985 / University of Michigan' matches both authors, year and press."
6c919c47c852,manual,Field Book of Common Mushrooms,William Sturgis Thomas,1948,,already in CH,4654,refuted_inch,"r4654 'Field Book of Common Mushrooms / Thomas, W.S. / 1948 / G.P. Putnam's Sons / 3rd' matches author, year, publisher and edition (duplicated at r4655)."
41f42070b43c,manual,Champignons de France,André Maublanc; G. Viennot-Bourgain,1959,€35,already in CH,3017,refuted_inch,"r3017 'Champignons de France / Maublanc, A. / 1959 / Editions Paul Lechevalier' matches author, year and publisher; B's vol 2 atlas is part of the same set."
d854c600458c,manual,Morphology and Taxonomy of Fungi,Ernst Athearn Bessey,1961,$15,already in CH,434,refuted_inch,"CH holds this exact printing at r434 'Morphology and Toxonomy of Fungi / Bessey, E.A. / 1961 / Hafner Publishing Co.' (accepted r435 is the same work's 1968 printing)."
50b21f17d139,manual,Chanterelle,Millie Miller; Cyndi Nelson,1986,,already in CH,3156,refuted_missing,"CH r3156 ""Chanterelle a Rocky Mountain Mushroom Book"" — Miller, M., and C. Nelson, 1986, Johnson PUblishing Company, Boulder; identical title, authors, year, publisher and city."
986bee5beb39,manual,Familiar Mushrooms,,1990,,already in CH,2461,refuted_inch,"r2461 'Familiar Mushrooms / Katsaros, P. / 1990 / Alfred A. Knopf / 1st' matches year and publisher; B's copy simply names no author for this Audubon pocket guide."
6f933b0211ee,manual,Field Guide to North American Mushrooms,Gary H. Lincoff,,$10.50,already in CH,2792,adjudicated,"CH r2792 ""The Audubon Society Field Guide to North American Mushrooms / Lincoff, Gary H. / 1981 / Alfred Knopf"" (also r253) is the same Lincoff/Knopf guide with the series prefix retained."
6daad8ce7b4a,manual,Encyclopédie pratique du naturaliste,A. Maublanc,1939,,already in CH,3017,refuted_missing,"CH r3017 ""Champignons de France"" — Maublanc, A., Editions Paul Lechevalier, Paris (1959) is the same Maublanc work B records under its series wrapper ""Encyclopedie pratique du naturaliste: Les champignons de France""; CH also holds r3016 ""Les Champignons Comestibles et Veneneux 2 vols"" (Maublanc, 1946, Paul Lechevalier, 3rd) covering both fascicles of the set, so the volume-23 part is not separatel"
393bcaf35596,manual,Field Book of Common Mushrooms,William Sturgis Thomas,1920,,already in CH,4654,refuted_inch,"Same Thomas work as r4654 'Field Book of Common Mushrooms / Thomas, W.S. / 1948 / G.P. Putnam's Sons / 3rd'; B's copy is an earlier printing, and edition/printing differences count as the same book."
f1251d961507,manual,Encyclopédie pratique du naturaliste,A. Maublanc,1946,€200,already in CH,3016,refuted_missing,"CH r3016 ""Les Champignons Comestibles et Veneneux 2 vols"" — Maublanc, A., 1946, Paul Lechevalier, 3rd, Paris matches B's author, year, publisher, city and 3rd edition exactly and covers both volumes of the set; CH also carries the retitled r3017 ""Champignons de France"" (Maublanc, Paul Lechevalier)."
7758d9d9a5c4,manual,"The Polyporaceae of the United States, Alaska, and Canada",Lee Oras Overholts,1977,$25.95,already in CH,3501,adjudicated,"CH r3501 ""The Polyporaceae of US Alaska & Canada / Overholts, L.O. / 1953 / U. of Michigan Press"" is the same work; B holds the 1977 third printing."
ab8ac77cec63,manual,Gasteromycetes,Orson K. Miller; Hope H. Miller,1988,,INSERTED (missing from CH),,refuted_missing,"Searched ""Gasteromycete"", ""Developmental Features"", ""Puffball"", ""Miller, O"", ""Mad River"" — CH's only Gasteromycetes row is r929 Coker & Couch ""The Gasteromycetes of the Eastern United States and Canada"" (a different work by different authors); the Orson K. Miller rows are r3157/r3158 ""Mushrooms of North America"" and r3159 ""An Index of the Common fungi of North America""."
9e6e4ed596d7,manual,Mycomedicinals,Paul Stamets; C. Dusty Wu Yao,,,excluded: duplicate of another B record,4415,refuted_missing,
670c83b094fd,manual,Edible and Poisonous Mushrooms of Canada,J. Walton Groves,1962,$48,already in CH,1871,refuted_inch,"r1871 'Edible and Poisonous Mushrooms of Canada / Groves, J. Walton / 1962 / Ottawa' matches author and year (CH also has r1873, the same 1962 book under Canada Dept. of Agriculture)."
fe99eb6771b2,manual,A Passion for Mushrooms,Antonio Carluccio,1989,,already in CH,744,refuted_inch,"r744 'A Passion for Mushrooms / Carluccio, A. / 1990 / Pavilolion Books Ltd.' is the same author and publisher, one year apart (printing)."
75b769c97017,manual,Mushrooms: Wild and Edible,Vincent Marteka,1962,$5,already in CH,2974,refuted_inch,"r2974 'Mushrooms Wild and Edible / Marteka, V. / 19851980 / W.W. Norton' matches author and publisher; CH's year field is a mangled 1980/1985."
a6ba0d6716eb,manual,The Mushroom Trail Guide,Phyllis G. Glick,1990,$9.95,already in CH,1748,refuted_inch,"r1748 'The Mushroom Trail Guide / Glick, P. / 1970 / Henry Holt and Co.' matches author and publisher; only the year digits differ."
4f97bd9b5889,manual,British Fungi,George Massee,1902,£15,already in CH,2992,adjudicated,"CH r2992 ""British Fungi with a Chapter on Lichens / Massee, G. / (no year) / George Routledge and Sons, Limited / London"" matches B's title, subtitle, author and publisher exactly."
5bdadb7488df,manual,"Mushrooms, Molds, and Miracles",Lucy Kavaler,1966,$10,already in CH,2465,refuted_inch,"r2465 'Mushrooms Molds and Miracles / Kavaler, L. / 1965 / Signet Books' is the same author and work; Signet is the New American Library imprint."
10bc9db277f7,manual,The Fifth Kingdom,Bryce Kendrick,1992,,already in CH,2499,refuted_inch,"r2499 'The Fifth Kingdom / Kendrick, Bryce / 1992 / Focus Texts / second / Newberyport' matches author, year, edition and city."
c76eca1ca4cc,manual,Edible and Poisonous Mushrooms of Canada,J. Walton Groves; I. W. Groves; C. L. Pomerleau,1962,£10,already in CH,1873,refuted_inch,"CH holds this exact issue at r1873 'Edible and Poisonous Mushrooms of Canada / Groves, J.W. / 1962 / Canada Dept. of Agriculture / Ottawa'."
13e7d95a6178,manual,What's in a Mushroom,Richard Hans Norland,1976,,already in CH,3454,adjudicated,"CH r3454 ""Whats in a Mushroom:Part III-Psychoactice Mush / Norland, R. / 1976 / P.T. Publications"" matches author, year and publisher; it is the only Norland row, so CH does not list the three parts separately and B's three-part copy is the same work."
bb68e4149b4c,manual,The Gilled Mushrooms,C. H. Kauffman,1971,,already in CH,2463,refuted_missing,"CH r2463 ""The gilled Mushrooms Agaricaceae of Michigan and the Great Lakes Region Vol 1 2"" — Kauffman, C.H., 1971, Dover Publications, New York; the single row explicitly covers volumes 1 and 2, so volume 2 is present."
fea45e458034,manual,Amanita of North America,David T. Jenkins,1986,$18,already in CH,2363,refuted_inch,"r2363 'Amanita of North America / Jenkins, David T. / 1986 / Mad River Press / Eureka, CA' matches author, year, publisher and city."
b9cc158d6b1f,manual,International Journal of Medicinal Mushrooms,,2004,,excluded: duplicate of another B record,,adjudicated,
f615fa53dfaa,manual,Mushrooms of Eastern Canada and the United States,René Pomerleau; H. A. C. Jackson,1951,,excluded: duplicate of another B record,3702,refuted_inch,
7eaadfee7a64,manual,Mushrooms in Their Natural Habitats,Alexander H. Smith,1949,$17.50,already in CH,4311,refuted_inch,"r4311 'Mushrooms in their Natural Habitats / Smith, A. H. / 1949 / Sawyer's Inc.' is the same 1949 Smith work; B's Hafner is the reissue publisher."
6bfe62aeb7c0,manual,Mémoire sur l'Antennopsis,Roger Heim,1951,,INSERTED (missing from CH),,refuted_missing,"Searched ""Antennopsis"", ""termite"", ""Ectoparasite"", ""Saintonge"", ""Memoire"", ""Heim"" — the only Roger Heim row is r2055 ""Archives du Museum National dHistorie Naturelle Volumes 6 and 9"" (Heim & R. Gordon Wasson, 1958/1965), a different publication."
e5854bea63fc,manual,Field Guide to the Psilocybin Mushroom Species,F. C. Ghouled,1972,,already in CH,1710,refuted_inch,"r1710 'Field Guide to the Psilocybin Mushroom / Ghouled, F.C. / 1972 / Guidance Publications' matches author, year and publisher; CH stores the subtitle-less form."
7b12c898d6de,manual,The Gilled Mushrooms,C. H. Kauffman,1971,$20,already in CH,2463,refuted_missing,"CH r2463 ""The gilled Mushrooms Agaricaceae of Michigan and the Great Lakes Region Vol 1 2"" — Kauffman, C.H., 1971, Dover Publications, New York; same work, same year and publisher, both volumes listed on the one row."
112265942d46,manual,The Mushroom Book,Thomas Læssøe; Anna Del Conte; Gary Lincoff,1996,$29.95,already in CH,2642,refuted_inch,"Accepted r2971 is Marshall's 1913 'The Mushroom Book' — a DIFFERENT book — but the DK title is in CH at r2642 'The Mushroom Book / Laessoe, T., Del Conte, A. and G. Lincoff / 1966 [1996] / DK Publishing, Inc. / First American'."
d028e1dd45d5,manual,International Journal of Medicinal Mushrooms,Solomon P. Wasser,2004,,INSERTED (missing from CH),,adjudicated,"Same as the unattributed copy: no ""Wasser"" author anywhere in CH and no CH ""International ..."" row (r2309, r3523, r4921, r4848) is this journal."
42fe19c90b69,manual,Biodiversity of Fungi,S.K. Deshmukh; M.K. Rai,2005,,INSERTED (missing from CH),,refuted_missing,"Searched ""Biodiversity"", ""Deshmukh"", ""Rai, M"" — ""Biodiversity"" returns nothing and the two Indian-editor surnames return nothing; no such title in CH."
